path,category,size_bytes,sha256,review_status,notes
"tests/fixtures/sample-repository/src/auth/token-repository.js","fixture","448","87d80904cf0a72179e92e0adb92ddde3a8e92851ea00ff2bfff5a7fca5d6ce76","PASS","text/javascript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/fixtures/sample-repository/tests/token.test.js","fixture","1333","8ed83cfcec3ab7b0f5b98a9ba6f6038b07340fd783f2e2f039bd0491af5869d8","PASS","text/javascript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/helpers.ts","fixture","4226","a78218503f2147a4859d55035b2254ccc7021cb1c20b2ead10759f3310416af5","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/mcp-server.test.ts","fixture","21417","cea3de6914df01d2f057691741a029457910a9e6c0958d867d6bd70197f76821","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/model-settings.test.ts","fixture","4868","9c79c8aa141d3eadb7923db3e8b0662f190f1a3fa03d0068285d2ba50392bbab","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/protocol.test.ts","fixture","9231","aa1270c847fd02ef1cddf193ac182e288aae7df1e6cdf7fe52694690f87b826a","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/public-metadata.test.ts","fixture","1600","ae7b6810d7060c95bf7a45164679b4d0772bfde50d2f4b942ab24234ba753de9","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/repository-discovery.test.ts","fixture","2133","894fe4464391a10ddb1989639bfe0855e57bbed6018d5487b61d355820ed6bcc","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/runtime-handoff-cli.test.ts","fixture","33344","5a02f69b2de99c4d1a85b0d6a6406ce97366737520ae170daf08725b50776003","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/sidecar-lifecycle.test.ts","fixture","10332","278440750655f903d46bd3ef4a6677530f02a0b0c4c98766b2455312506d7869","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/sidecar-server.test.ts","fixture","12536","1b6748acd95ad59fc371717f81333dc7938cf51a11816154af4feef99a5ae7e2","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"tests/task-index-context.test.ts","fixture","12876","8efe02a293d958dd62a6c1116ad0a0e133e5b92efb5a387f678e910279013e55","PASS","text/typescript; reviewed as source or synthetic test data; no real user/customer data found"
"THIRD_PARTY_NOTICES.md","third-party material","959","2c432984e452b114ecbc63cbfc2f02234b9b3bfdb49380ba761d5778c991cef2","HUMAN_REVIEW_REQUIRED","text/markdown; legal compatibility and publication rights remain human decisions"
"TRADEMARKS.md","documentation","531","61a0334c31561a0b554fe0b3741a59956e909458220fb3ac616257a413735493","PASS","text/markdown; no file-specific concern found; global ownership/publication approval still required"
"tsconfig.json","configuration","282","058877636722da9238d969fe753c1d1e5f31e2d1a633af1b155a571831ae4b49","PASS","application/json; no file-specific concern found; global ownership/publication approval still required"
"vitest.config.ts","configuration","132","182cb5aaf8046d43425692aed661b784bb9a27ab5b2d996e260c8fb8f27e4b60","PASS","text/typescript; no file-specific concern found; global ownership/publication approval still required"
